8-hour-bayer-650mg-tablet-extended-release|8-Hour Bayer 650mg Tablet, Extended Release|Aspirin|8-Hour Bayer|Tablet, Extended Release|650mg
acetaminophen-caffeine-and-dihydrocodeine-bitartrate-712-8mg-60mg-32mg-tablet|Acetaminophen, Caffeine, and Dihydrocodeine Bitartrate 712.8mg / 60mg / 32mg Tablet|Acetaminophen / Caffeine / Dihydrocodeine Bitartrate|Acetaminophen, Caffeine, and Dihydrocodeine Bitartrate|Tablet|712.8mg / 60mg / 32mg
acetasol-2-solution-drops|Acetasol 2% Solution/Drops|Acetic Acid, Glacial|Acetasol|Solution/Drops|2%
acetasol-hc-2-1-solution-drops|Acetasol Hc 2% / 1% Solution/Drops|Acetic Acid, Glacial / Hydrocortisone|Acetasol Hc|Solution/Drops|2% / 1%
acetated-ringer-s-in-plastic-container-20mg-100ml-30mg-100ml-380mg-100ml-600mg-1|Acetated Ringer's in Plastic Container 20mg/100mL / 30mg/100mL / 380mg/100mL / 600mg/100mL Injectable|Calcium Chloride / Potassium Chloride / Sodium Acetate / Sodium Chloride|Acetated Ringer's in Plastic Container|Injectable|20mg/100mL / 30mg/100mL / 380mg/100mL / 600mg/100mL
acetazolamide-125mg-tablet|Acetazolamide 125mg Tablet|Acetazolamide||Tablet|125mg
acetazolamide-250mg-tablet|Acetazolamide 250mg Tablet|Acetazolamide||Tablet|250mg
acetazolamide-500mg-capsule-extended-release|Acetazolamide 500mg Capsule, Extended Release|Acetazolamide||Capsule, Extended Release|500mg
acetazolamide-sodium-eq-500mg-base-vial-injectable|Acetazolamide Sodium EQ 500mg BASE/VIAL Injectable|Acetazolamide Sodium||Injectable|EQ 500mg BASE/VIAL
acetic-acid-0-25-in-plastic-container-250mg-100ml-solution|Acetic Acid 0.25% in Plastic Container 250mg/100mL Solution|Acetic Acid, Glacial|Acetic Acid 0.25% in Plastic Container|Solution|250mg/100mL
acetic-acid-2-in-aqueous-aluminum-acetate-2-0-79-solution-drops|Acetic Acid 2% in Aqueous Aluminum Acetate 2% / 0.79% Solution/Drops|Acetic Acid, Glacial / Aluminum Acetate|Acetic Acid 2% in Aqueous Aluminum Acetate|Solution/Drops|2% / 0.79%
acetic-acid-2-solution-drops|Acetic Acid 2% Solution/Drops|Acetic Acid, Glacial|Acetic Acid|Solution/Drops|2%
acetic-acid-w-hydrocortisone-2-1-solution-drops|Acetic Acid W/ Hydrocortisone 2% / 1% Solution/Drops|Acetic Acid, Glacial / Hydrocortisone|Acetic Acid W/ Hydrocortisone|Solution/Drops|2% / 1%
acetohexamide-250mg-tablet|Acetohexamide 250mg Tablet|Acetohexamide||Tablet|250mg
acetohexamide-500mg-tablet|Acetohexamide 500mg Tablet|Acetohexamide||Tablet|500mg
acetylcysteine-10-solution|Acetylcysteine 10% Solution|Acetylcysteine||Solution|10%
acetylcysteine-20-solution|Acetylcysteine 20% Solution|Acetylcysteine||Solution|20%
acetylcysteine-6gm-30ml-200mg-ml-injectable|Acetylcysteine 6GM/30mL (200mg/mL) Injectable|Acetylcysteine||Injectable|6GM/30mL (200mg/mL)
aches-n-pain-200mg-tablet|Aches-N-Pain 200mg Tablet|Ibuprofen|Aches-N-Pain|Tablet|200mg
achromycin-1-suspension-drops|Achromycin 1% Suspension/Drops|Tetracycline Hydrochloride|Achromycin|Suspension/Drops|1%
achromycin-1-5-1-ointment|Achromycin 1.5% / 1% Ointment|Hydrocortisone / Tetracycline Hydrochloride|Achromycin|Ointment|1.5% / 1%
achromycin-10mg-gm-ointment|Achromycin 10mg/GM Ointment|Tetracycline Hydrochloride|Achromycin|Ointment|10mg/GM
achromycin-250mg-vial-injectable|Achromycin 250mg/VIAL Injectable|Tetracycline Hydrochloride|Achromycin|Injectable|250mg/VIAL
achromycin-40mg-vial-100mg-vial-injectable|Achromycin 40mg/VIAL / 100mg/VIAL Injectable|Procaine Hydrochloride / Tetracycline Hydrochloride|Achromycin|Injectable|40mg/VIAL / 100mg/VIAL
achromycin-40mg-vial-250mg-vial-injectable|Achromycin 40mg/VIAL / 250mg/VIAL Injectable|Procaine Hydrochloride / Tetracycline Hydrochloride|Achromycin|Injectable|40mg/VIAL / 250mg/VIAL
achromycin-500mg-vial-injectable|Achromycin 500mg/VIAL Injectable|Tetracycline Hydrochloride|Achromycin|Injectable|500mg/VIAL
achromycin-v-125mg-5ml-suspension|Achromycin V 125mg/5mL Suspension|Tetracycline Hydrochloride|Achromycin V|Suspension|125mg/5mL
achromycin-v-250mg-capsule|Achromycin V 250mg Capsule|Tetracycline Hydrochloride|Achromycin V|Capsule|250mg
achromycin-v-500mg-capsule|Achromycin V 500mg Capsule|Tetracycline Hydrochloride|Achromycin V|Capsule|500mg
acilac-10gm-15ml-solution|Acilac 10GM/15mL Solution|Lactulose|Acilac|Solution|10GM/15mL
aciphex-10mg-federal-register-determination-that-product-was-not-discontinued-or|Aciphex 10mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Delayed Release|Rabeprazole Sodium|Aciphex|Tablet, Delayed Release|10mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
aciphex-20mg-tablet-delayed-release|Aciphex 20mg Tablet, Delayed Release|Rabeprazole Sodium|Aciphex|Tablet, Delayed Release|20mg
aciphex-sprinkle-10mg-capsule-delayed-release|Aciphex Sprinkle 10mg Capsule, Delayed Release|Rabeprazole Sodium|Aciphex Sprinkle|Capsule, Delayed Release|10mg
aciphex-sprinkle-5mg-capsule-delayed-release|Aciphex Sprinkle 5mg Capsule, Delayed Release|Rabeprazole Sodium|Aciphex Sprinkle|Capsule, Delayed Release|5mg
acitretin-10mg-capsule|Acitretin 10mg Capsule|Acitretin||Capsule|10mg
acitretin-17-5mg-capsule|Acitretin 17.5mg Capsule|Acitretin||Capsule|17.5mg
acitretin-22-5mg-capsule|Acitretin 22.5mg Capsule|Acitretin||Capsule|22.5mg
acitretin-25mg-capsule|Acitretin 25mg Capsule|Acitretin||Capsule|25mg
aclovate-0-05-federal-register-determination-that-product-was-not-discontinued-o|Aclovate 0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Cream|Alclometasone Dipropionate|Aclovate|Cream|0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
aclovate-0-05-federal-register-determination-that-product-was-not-discontinued-o-2|Aclovate 0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Ointment|Alclometasone Dipropionate|Aclovate|Ointment|0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actahist-30mg-5ml-1-25mg-5ml-syrup|Actahist 30mg/5mL / 1.25mg/5mL Syrup|Pseudoephedrine Hydrochloride / Triprolidine Hydrochloride|Actahist|Syrup|30mg/5mL / 1.25mg/5mL
actemra-162mg-0-9ml-injectable|Actemra 162mg/0.9mL Injectable|Tocilizumab|Actemra|Injectable|162mg/0.9mL
actemra-200mg-10ml-injectable|Actemra 200mg/10mL Injectable|Tocilizumab|Actemra|Injectable|200mg/10mL
actemra-400mg-20ml-injectable|Actemra 400mg/20mL Injectable|Tocilizumab|Actemra|Injectable|400mg/20mL
actemra-80mg-4ml-injectable|Actemra 80mg/4mL Injectable|Tocilizumab|Actemra|Injectable|80mg/4mL
acth-25-units-vial-injectable|Acth 25 UNITS/VIAL Injectable|Corticotropin|Acth|Injectable|25 UNITS/VIAL
acth-40-units-vial-injectable|Acth 40 UNITS/VIAL Injectable|Corticotropin|Acth|Injectable|40 UNITS/VIAL
acthar-25-units-vial-injectable|Acthar 25 UNITS/VIAL Injectable|Corticotropin|Acthar|Injectable|25 UNITS/VIAL
acthar-40-units-vial-injectable|Acthar 40 UNITS/VIAL Injectable|Corticotropin|Acthar|Injectable|40 UNITS/VIAL
acthar-gel-autoinjector-40-units-0-5ml-injectable|Acthar Gel (autoinjector) 40 UNITS/0.5mL Injectable|Corticotropin|Acthar Gel (autoinjector)|Injectable|40 UNITS/0.5mL
acthar-gel-autoinjector-80-units-ml-injectable|Acthar Gel (autoinjector) 80 UNITS/mL Injectable|Corticotropin|Acthar Gel (autoinjector)|Injectable|80 UNITS/mL
acthar-gel-40-units-ml-injectable|Acthar Gel 40 UNITS/mL Injectable|Corticotropin|Acthar Gel|Injectable|40 UNITS/mL
acthar-gel-80-units-ml-injectable|Acthar Gel 80 UNITS/mL Injectable|Corticotropin|Acthar Gel|Injectable|80 UNITS/mL
acthrel-eq-0-1mg-base-vial-injectable|Acthrel EQ 0.1mg BASE/VIAL Injectable|Corticorelin Ovine Triflutate|Acthrel|Injectable|EQ 0.1mg BASE/VIAL
acticlate-cap-eq-75mg-base-capsule|Acticlate Cap EQ 75mg BASE Capsule|Doxycycline Hyclate|Acticlate Cap|Capsule|EQ 75mg BASE
acticlate-eq-150mg-base-tablet|Acticlate EQ 150mg BASE Tablet|Doxycycline Hyclate|Acticlate|Tablet|EQ 150mg BASE
acticlate-eq-75mg-base-tablet|Acticlate EQ 75mg BASE Tablet|Doxycycline Hyclate|Acticlate|Tablet|EQ 75mg BASE
acticort-1-lotion|Acticort 1% Lotion|Hydrocortisone|Acticort|Lotion|1%
actidil-1-25mg-5ml-syrup|Actidil 1.25mg/5mL Syrup|Triprolidine Hydrochloride|Actidil|Syrup|1.25mg/5mL
actidil-2-5mg-tablet|Actidil 2.5mg Tablet|Triprolidine Hydrochloride|Actidil|Tablet|2.5mg
actifed-120mg-5mg-capsule-extended-release|Actifed 120mg / 5mg Capsule, Extended Release|Pseudoephedrine Hydrochloride / Triprolidine Hydrochloride|Actifed|Capsule, Extended Release|120mg / 5mg
actifed-w-codeine-10mg-5ml-30mg-5ml-1-25mg-5ml-federal-register-determination-th|Actifed W/ Codeine 10mg/5mL / 30mg/5mL / 1.25mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Syrup|Codeine Phosphate / Pseudoephedrine Hydrochloride / Triprolidine Hydrochloride|Actifed W/ Codeine|Syrup|10mg/5mL / 30mg/5mL / 1.25mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actigall-150mg-federal-register-determination-that-product-was-not-discontinued-|Actigall 150mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Capsule|Ursodiol|Actigall|Capsule|150mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actigall-300mg-capsule|Actigall 300mg Capsule|Ursodiol|Actigall|Capsule|300mg
actimmune-100ug-0-5ml-vial|Actimmune 100UG/0.5mL Vial|Interferon Gamma-1b|Actimmune|Vial|100UG/0.5mL
actin-n-0-2-dressing|Actin-N 0.2% Dressing|Nitrofurazone|Actin-N|Dressing|0.2%
actinex-10-cream|Actinex 10% Cream|Masoprocol|Actinex|Cream|10%
actiq-eq-0-2mg-base-federal-register-determination-that-product-was-not-disconti|Actiq EQ 0.2mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Troche/Lozenge|Fentanyl Citrate|Actiq|Troche/Lozenge|EQ 0.2mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actiq-eq-0-4mg-base-federal-register-determination-that-product-was-not-disconti|Actiq EQ 0.4mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Troche/Lozenge|Fentanyl Citrate|Actiq|Troche/Lozenge|EQ 0.4mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actiq-eq-0-6mg-base-federal-register-determination-that-product-was-not-disconti|Actiq EQ 0.6mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Troche/Lozenge|Fentanyl Citrate|Actiq|Troche/Lozenge|EQ 0.6mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actiq-eq-0-8mg-base-federal-register-determination-that-product-was-not-disconti|Actiq EQ 0.8mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Troche/Lozenge|Fentanyl Citrate|Actiq|Troche/Lozenge|EQ 0.8mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actiq-eq-1-2mg-base-federal-register-determination-that-product-was-not-disconti|Actiq EQ 1.2mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Troche/Lozenge|Fentanyl Citrate|Actiq|Troche/Lozenge|EQ 1.2mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actiq-eq-1-6mg-base-federal-register-determination-that-product-was-not-disconti|Actiq EQ 1.6mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Troche/Lozenge|Fentanyl Citrate|Actiq|Troche/Lozenge|EQ 1.6mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actisite-12-7mg-fiber-fiber-extended-release|Actisite 12.7mg/FIBER Fiber, Extended Release|Tetracycline Hydrochloride|Actisite|Fiber, Extended Release|12.7mg/FIBER
activase-100mg-vial-vial|Activase 100mg/VIAL Vial|Alteplase|Activase|Vial|100mg/VIAL
activase-50mg-vial-vial|Activase 50mg/VIAL Vial|Alteplase|Activase|Vial|50mg/VIAL
activella-0-5mg-0-1mg-federal-register-determination-that-product-was-not-discon|Activella 0.5mg / 0.1mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet|Estradiol / Norethindrone Acetate|Activella|Tablet|0.5mg / 0.1mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
activella-1mg-0-5mg-tablet|Activella 1mg / 0.5mg Tablet|Estradiol / Norethindrone Acetate|Activella|Tablet|1mg / 0.5mg
activella-1mg-0-5mg-tablet-2|Activella 1mg/0.5mg Tablet|Estradiol / Norethindrone Acetate|Activella|Tablet|1mg/0.5mg
actonel-150mg-tablet|Actonel 150mg Tablet|Risedronate Sodium|Actonel|Tablet|150mg
actonel-30mg-tablet|Actonel 30mg Tablet|Risedronate Sodium|Actonel|Tablet|30mg
actonel-35mg-tablet|Actonel 35mg Tablet|Risedronate Sodium|Actonel|Tablet|35mg
actonel-5mg-tablet|Actonel 5mg Tablet|Risedronate Sodium|Actonel|Tablet|5mg
actonel-75mg-federal-register-determination-that-product-was-not-discontinued-or|Actonel 75mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet|Risedronate Sodium|Actonel|Tablet|75mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actonel-with-calcium-copackaged-eq-500mg-base-35mg-federal-register-determinatio|Actonel with Calcium (copackaged) EQ 500mg BASE / 35mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet|Calcium Carbonate / Risedronate Sodium|Actonel with Calcium (copackaged)|Tablet|EQ 500mg BASE / 35mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actoplus-met-500mg-eq-15mg-base-federal-register-determination-that-product-was-|Actoplus Met 500mg / EQ 15mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet|Metformin Hydrochloride / Pioglitazone Hydrochloride|Actoplus Met|Tablet|500mg / EQ 15mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
actoplus-met-850mg-eq-15mg-base-tablet|Actoplus Met 850mg / EQ 15mg BASE Tablet|Metformin Hydrochloride / Pioglitazone Hydrochloride|Actoplus Met|Tablet|850mg / EQ 15mg BASE
actoplus-met-xr-1gm-eq-15mg-base-tablet-extended-release|Actoplus Met Xr 1GM / EQ 15mg BASE Tablet, Extended Release|Metformin Hydrochloride / Pioglitazone Hydrochloride|Actoplus Met Xr|Tablet, Extended Release|1GM / EQ 15mg BASE
actoplus-met-xr-1gm-eq-30mg-base-tablet-extended-release|Actoplus Met Xr 1GM / EQ 30mg BASE Tablet, Extended Release|Metformin Hydrochloride / Pioglitazone Hydrochloride|Actoplus Met Xr|Tablet, Extended Release|1GM / EQ 30mg BASE
actos-eq-15mg-base-tablet|Actos EQ 15mg BASE Tablet|Pioglitazone Hydrochloride|Actos|Tablet|EQ 15mg BASE
actos-eq-30mg-base-tablet|Actos EQ 30mg BASE Tablet|Pioglitazone Hydrochloride|Actos|Tablet|EQ 30mg BASE
actos-eq-45mg-base-tablet|Actos EQ 45mg BASE Tablet|Pioglitazone Hydrochloride|Actos|Tablet|EQ 45mg BASE
actron-12-5mg-tablet|Actron 12.5mg Tablet|Ketoprofen|Actron|Tablet|12.5mg
acular-0-5-solution-drops|Acular 0.5% Solution/Drops|Ketorolac Tromethamine|Acular|Solution/Drops|0.5%
acular-ls-0-4-solution-drops|Acular Ls 0.4% Solution/Drops|Ketorolac Tromethamine|Acular Ls|Solution/Drops|0.4%
acular-preservative-free-0-5-solution-drops|Acular Preservative Free 0.5% Solution/Drops|Ketorolac Tromethamine|Acular Preservative Free|Solution/Drops|0.5%
acutect-n-a-injectable|Acutect N/A Injectable|Technetium Tc-99m Apcitide|Acutect|Injectable|N/A
acuvail-0-45-solution-drops|Acuvail 0.45% Solution/Drops|Ketorolac Tromethamine|Acuvail|Solution/Drops|0.45%
acuvue-theravision-with-ketotifen-eq-19mcg-base-drug-eluting-contact-lens|Acuvue Theravision with Ketotifen EQ 19MCG BASE Drug-Eluting Contact Lens|Ketotifen Fumarate|Acuvue Theravision with Ketotifen|Drug-Eluting Contact Lens|EQ 19MCG BASE
acyclovir-200mg-federal-register-determination-that-product-was-not-discontinued|Acyclovir 200mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet|Acyclovir||Tablet|200mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
acyclovir-200mg-capsule|Acyclovir 200mg Capsule|Acyclovir||Capsule|200mg
acyclovir-200mg-5ml-suspension|Acyclovir 200mg/5mL Suspension|Acyclovir||Suspension|200mg/5mL
acyclovir-400mg-tablet|Acyclovir 400mg Tablet|Acyclovir||Tablet|400mg
acyclovir-5-cream|Acyclovir 5% Cream|Acyclovir||Cream|5%
acyclovir-5-ointment|Acyclovir 5% Ointment|Acyclovir||Ointment|5%
acyclovir-800mg-tablet|Acyclovir 800mg Tablet|Acyclovir||Tablet|800mg
acyclovir-eq-50mg-base-ml-injectable|Acyclovir EQ 50mg BASE/mL Injectable|Acyclovir Sodium|Acyclovir|Injectable|EQ 50mg BASE/mL
acyclovir-in-sodium-chloride-0-9-preservative-free-eq-1gm-base-vial-injectable|Acyclovir in Sodium Chloride 0.9% Preservative Free EQ 1GM BASE/VIAL Injectable|Acyclovir Sodium|Acyclovir in Sodium Chloride 0.9% Preservative Free|Injectable|EQ 1GM BASE/VIAL
acyclovir-in-sodium-chloride-0-9-preservative-free-eq-500mg-base-vial-injectable|Acyclovir in Sodium Chloride 0.9% Preservative Free EQ 500mg BASE/VIAL Injectable|Acyclovir Sodium|Acyclovir in Sodium Chloride 0.9% Preservative Free|Injectable|EQ 500mg BASE/VIAL
acyclovir-sodium-eq-1gm-base-vial-injectable|Acyclovir Sodium EQ 1GM BASE/VIAL Injectable|Acyclovir Sodium||Injectable|EQ 1GM BASE/VIAL
